id,city,description,homeType,latitude,longitude,garageSpaces,hasSpa,yearBuilt,numOfPatioAndPorchFeatures,lotSizeSqFt,avgSchoolRating,MedianStudentsPerTeacher,numOfBathrooms,numOfBedrooms,priceRange
65,austin,"This 3 bedroom/2 bath is ready for a buyer's personal touches. Generous breakfast area + formal dining, which could be used as flex space for study, playroom, etc. Hard flooring surfaces throughout interior, and three-sides brick for a low-maintenance exterior. Updates include water heater, range & disposal in 2018, dishwasher in 2015, partial roof replacements in 2014 & 2019, and air handler in 2012.  Price reflects the need for interior paint.  Train runs adjacent to the back of the lot. No HOA.",Single Family,30.1841774,-97.8142395,0,FALSE,2000,0,6011,3.333333333,14,2,3,250000-350000
66,austin,"6705 Rain Creek Pkwy, Austin, TX 78759 is a single family home that contains 3,097 sq ft and was built in 1992. It contains 4 bedrooms and 3 bathrooms. 
 
",Single Family,30.41169739,-97.77030945,2,FALSE,1992,0,6098,8.333333333,16,3,4,450000-650000
67,austin,"Home has been completely remodeled with new roof, new foundation, new HVAC, new electrical panel, new windows, new flooring...etc
Lots of natural light & energy efficient sky-tunnel in bathroom for great light.  Minutes from downtown, conveniently located. Huge front porch & lots more.  Ready to make a deal",Single Family,30.22203445,-97.69791412,0,FALSE,1958,0,7579,4.333333333,14,1,3,250000-350000
68,austin,"Charming home within minutes of excellent shopping, schools, and to downtown. Three bedrooms,formal dining and a large living area with new carpet and fireplace w/mantel. Country Kitchen w/a breakfast area and new flooring. It also has a large master with new carpet and a large walk-in closet. Large trees front and back with a privacy fence that backs to a greenbelt. This great home also features a covered patio that is excellent for entertaining. This is a must see......Ready for a quick close..",Single Family,30.20921326,-97.84104156,0,FALSE,1984,0,10454,4.666666667,14,2,3,0-250000
69,austin,"12100 Wickline Way, Austin, TX 78717 is a single family home that contains 2,595 sq ft and was built in 2016. It contains 5 bedrooms and 3 bathrooms. 
 
",Single Family,30.49202919,-97.79917908,2,FALSE,2016,1,5536,8.333333333,16,3,5,350000-450000
70,austin,"1703 Walnut Ave #A, Austin, TX 78702 is a single family home that contains 1,472 sq ft and was built in 2015. It contains 3 bedrooms and 3 bathrooms. 
 
",Single Family,30.27897072,-97.71276093,2,FALSE,2015,2,3049,6.666666667,15,3,3,450000-650000
71,austin,"Large updated home with big bedrooms-all have walk-in closet. Largest master bedroom you have ever seen! HUGE Master has plenty of room for not only your King sized bed but also a couch & a home office area or nursery, yoga/exercise area, etc. Great Location on a cul de sac in a lovely, wooded neighborhood with trails, parks, pool that is close to everything- shopping, medical, services, etc.! Quick access to 620, 45, I 35! Large Kitchen updated with hard tile & beautiful Quartz counters. Very private feeling outdoor living spaces include a deck off the kitchen & second dining, stone walkways,large stone patio,large storage shed & more!If you like your privacy, you will love very private backyard!Front yard has large paver patio with stone, half moon shaped seating bench & stone patio. On left front is curvaceous paver walkway to the back yard. No carpet, home updated with laminate & hard tile. Attic Radiant barrier. NEW Roof shingles Nov '17. Close to RR hospital & Avery Ranch Golf",Single Family,30.48788834,-97.74246216,0,FALSE,1988,0,8712,7.666666667,16,3,4,250000-350000
72,austin,"2908 Bushnell Dr, Austin, TX 78745 is a single family home that contains 1,435 sq ft and was built in 1978. It contains 3 bedrooms and 2 bathrooms. 
 
",Single Family,30.21370125,-97.81646729,0,FALSE,1978,0,6534,4.666666667,14,2,3,250000-350000
73,austin,"Beautiful two story with spacious bedrooms, hand scraped floors, gas Thermador stovetop, a pool & still plenty of backyard to enjoy!  Pebble Sheen plaster 2018 with a 20 yr warranty, nest thermostats & nest cameras.  Tankless water heater 2019, HVAC 2018 & 2015.  No popcorn.  All new energy efficient window 2016.  Highly rated Spicewood Elementary, Canyon Vista and Westwood high school.",Single Family,30.44211006,-97.8094635,0,FALSE,1980,1,13503.6,8.666666667,16,3,5,350000-450000
74,austin,"1105 Somerset Ave, Austin, TX 78753 is a single family home that contains 1,849 sq ft and was built in 1967. It contains 4 bedrooms and 3 bathrooms. 
 
",Single Family,30.36549759,-97.67424774,0,FALSE,1967,0,13068,5,15,3,4,250000-350000
75,austin,"Brentwood New Construction Gem 4 miles from downtown! Builder focused on sustainable building practices with AEGB's 5-star energy efficient ratings w/ Solar Panels. Attention to detail shows with intelligent livable floor-plan and elegant modern finishes. Larger front unit with 1 car garage. Open kitchen with center island, quartz countertops, stainless steel appliances & gas range. Estimated completion August 2020. No HOA dues. 5% down financing available!EES Features: See Attachment Restrictions: Yes",Single Family,30.32130241,-97.73680115,1,TRUE,2020,2,6621,6,16,3,2,450000-650000
76,austin,"PRIDE OF OWNERSHIP! Beautiful 2-story home on a corner lot. Sparkling pool in a backyard that features a  covered patio great for entertaining, as well as a cozy fire pit. 3 beds, 2.5 baths. All rooms up. Oversized master bedroom. Laminate hardwoods throughout 1st floor. Kitchen features granite counters, stainless steel appliances and backsplash. Downstairs includes a formal dining and living area. Round Rock ISD. Walking distance to Rattan Creek hike/bike trail. Minutes to Domain shopping/nightlife.",Single Family,30.44061279,-97.76254272,2,FALSE,1989,0,9801,5.666666667,12,3,3,250000-350000
77,austin,"South Austin low maintenance living. This town home style, interior location in Ravenscroft neighborhood. This charming 2 bedroom, 2.5 bath, 1 car garage home has engineered hardwoods in living room flooring, hard tiled kitchen and bath areas. Upstairs bedrooms are separated with bath in between and a second living/loft area is tucked off the stairway. The master has its own bath and walk-in closet. Outside area has a small patio, and garden space, fully fenced. Quiet complex conveniently located near shopping, restaurants and close to major roads. Community pool and guest parking available. Close to Slaughter Drive, Manchaca, minutes to IH 35 or Loop 1,  Moontower and other popular places. Google fiber coming soon!",Townhouse,30.15574837,-97.83254242,0,FALSE,2008,0,5140,3.666666667,15,3,2,0-250000
78,austin,"1 story home on a large, beautiful 2 acre lot with country living feel and no HOA~Features include a large living space that opens to a spacious eat-in kitchen with an abundance of storage and prep space~3 sizable bedrooms and no carpet throughout~Large garage~You will enjoy an expansive, covered deck within a peaceful setting, the numerous fruit trees and harvest area for gardening, plus the convenience and close proximity to 183, 130 Toll and Circuit of the Americas.",Single Family,30.12716103,-97.68093109,0,FALSE,2012,0,87120,3.333333333,14,2,3,250000-350000
79,austin,"4 Bedroom, 2 bath home with open floor plan. Large, eat-in kitchen with island. Laminate and linoleum floors throughout. Covered front porch with stairs and ramp access. Large trees on property and partial fence. Convenient to Texas 130 Toll and Hwy 71.All outbuildings convey.",Mobile / Manufactured,30.2246666,-97.63119507,0,FALSE,2000,0,14810.4,3,13,2,4,0-250000
80,austin,"All hardwood floors except bathroom which is vinyl tile. Remodeled kitchen with white cabinets and quartz counters. Plenty of storage in kitchen and bath. 
Deck and patio in backyard along with a hot tub. Small front porch deck. Long driveway. Living room and den. Roman shades throughout home. New outside paint. New energy efficient windows. AC/ heater and ductwork about 6 yrs old. 2 family areas",Single Family,30.32524872,-97.71888733,2,TRUE,1953,1,6865,7,16,1,3,350000-450000
81,austin,"MULTIPLE OFFERS RECEIVED. PRESENTING OFFERS FRIDAY, AUGUST 16TH AT 10:00 AM.Updated, 1934 bungalow with 80+ years of East Austin character. This beautiful, 2 bed/1.5 bath home features a bright, open floor plan. Original features such as exposed wooden beams, old doors and ceilings, and crown molding elicit feelings of nostalgia and warmth. Modern updates like pocket doors and bamboo floors complement the original framework and make for a more simplified, open home. Features include gas cooking, central HVAC, full size washer/dryer, updated windows, abundance of natural light, granite counters, covered porch, private deck, tankless water heater and more. Located in a charming neighborhood in the heart of East Austin walking distance to downtown, Lady Bird Lake trails, Rainey district and CapMetro. Nestled among a beautiful lush garden in front with a secluded, private oasis in the side yard. Large basement provides  storage. Short term rental leases for $360+/night on weekends.",Single Family,30.25650024,-97.73192596,2,FALSE,1934,2,2268,4.666666667,14,1.5,2,450000-650000
82,austin,"MERIDIAN!  Walk to Baldwin Elementary and community park and pool.  Well maintained 4 bed, 2.5 bath home.  Main level: 2 living/2 dining plus master suite.  Upstairs-huge game room, 3 bedrooms, and hall bath. Open living/dining. Covered front porch and rear patio. Near Circle C area shopping and dining. 15 minutes to downtown-30 minutes to ABIA. New paint (walls and ceilings) September 2019.",Single Family,30.18748665,-97.92266846,2,FALSE,2007,1,7448,8,18,3,4,450000-650000
83,austin,"Designed by renowned architect Dick Clark, this architecturally distinctive complex is urban loft living at it's best. Floor to ceiling glass, exposed steel beams, terracotta accent walls, wood ceilings and concrete floors provide a sophisticated and comfortable space to access all things Austin. Private covered balcony. Views of downtown from common rooftop terrace. 1 assigned garage space. Walk-ability to South Congress shops and venues. Minutes to downtown.",Condo,30.25020981,-97.75054169,0,FALSE,2007,0,27442.8,4.333333333,14,2,1,350000-450000
84,austin,"Immaculate remodel features a bright, sunny kitchen with large center island, all new stainless steel appliances and beautiful quartz counter tops. Centrally located just 15 minutes from downtown. A short walk to public transportation in the HOT 78745. This one is a MUST SEE!",Single Family,30.2065506,-97.81079102,0,FALSE,1974,0,7710,4,13,2,3,350000-450000
85,austin,"Heart of SOCO!  Just behind Tom's Shoes on Congress and East Gibson St. Rent Entire Building.  Apt. on Second Floor with kitchen, living, bedroom and bath.  Additional finished room on ground floor suitable for office, craft room  or TV room.  Other garage space is your free storage area.  One off-street parking place.  Call Connie at 512-657-4773 or Jan at 512-694-6237 to view.",Apartment,30.24978828,-97.74874878,0,FALSE,1927,0,3484,4.333333333,14,1,1,650000+
86,austin,"small house ideal for first home or empty nesters who want to live in the country 
",Single Family,30.15228844,-97.99266052,2,FALSE,1993,0,201682.8,7,16,2,4,450000-650000
87,austin,"8563 Red Willow Dr, Austin, TX 78736 is a single family home that contains 1,818 sq ft and was built in 1981. It contains 4 bedrooms and 2 bathrooms. 
 
",Single Family,30.23769951,-97.89990997,0,FALSE,1981,0,6838,6.666666667,17,2,4,250000-350000
88,austin,"12525 Sir Christophers Cv, Austin, TX 78729 is a single family home that contains 2,036 sq ft and was built in 1996. It contains 4 bedrooms and 3 bathrooms. 
 
",Single Family,30.44204903,-97.76261139,0,FALSE,1996,2,6969,6,13,3,4,350000-450000
89,austin,"Clayton Little Architecture in this Tarrytown green Remodel & addition. Recent fence & landscaping. Upgraded kitchen, baths, windows, HVAC, & roof with foam insulation. All stainless kitchen appliances convey, Caesarstone counters, pecan breakfast bar. Main house is 4/2.5 + 1/1 gar. apt.  Huge playroom with 13' ceilings. Basement for storage.",Single Family,30.29397583,-97.76760864,0,FALSE,1950,0,11325.6,7,16,4,5,650000+
